timestamp_utc,open,high,low,close
2026-01-02 23:00:00,4323.698,4335.055,4323.198,4330.625
2026-01-02 23:15:00,4330.555,4342.505,4327.865,4339.515
2026-01-02 23:30:00,4339.605,4345.505,4338.015,4344.965
2026-01-02 23:45:00,4345.025,4351.005,4341.528,4347.805
2026-01-03 00:00:00,4347.798,4352.725,4344.095,4347.715
2026-01-03 00:15:00,4347.675,4349.185,4341.075,4346.605
2026-01-03 00:30:00,4346.598,4350.595,4346.248,4349.375
2026-01-03 00:45:00,4349.435,4355.545,4349.375,4353.715
2026-01-03 01:00:00,4353.695,4355.575,4345.045,4346.315
2026-01-03 01:15:00,4346.445,4349.655,4344.295,4348.975
2026-01-03 01:30:00,4348.975,4351.295,4345.325,4346.215
2026-01-03 01:45:00,4346.475,4354.295,4345.815,4347.685
2026-01-03 02:00:00,4347.635,4351.825,4345.475,4346.675
2026-01-03 02:15:00,4346.695,4348.215,4344.735,4347.645
2026-01-03 02:30:00,4347.675,4353.095,4345.475,4351.205
2026-01-03 02:45:00,4351.205,4362.915,4350.915,4362.585
2026-01-03 03:00:00,4362.555,4371.585,4361.785,4368.765
2026-01-03 03:15:00,4368.745,4370.665,4365.365,4368.728
2026-01-03 03:30:00,4368.728,4374.535,4367.805,4373.425
2026-01-03 03:45:00,4373.335,4375.398,4371.655,4374.748
2026-01-03 04:00:00,4374.759,4378.135,4373.548,4374.555
2026-01-03 04:15:00,4374.525,4375.955,4371.215,4373.345
2026-01-03 04:30:00,4373.335,4375.175,4371.315,4375.095
2026-01-03 04:45:00,4375.105,4375.645,4371.038,4372.898
2026-01-03 05:00:00,4373.215,4379.998,4370.598,4377.395
2026-01-03 05:15:00,4377.435,4379.765,4375.005,4378.255
2026-01-03 05:30:00,4378.205,4379.475,4377.435,4378.405
2026-01-03 05:45:00,4378.425,4381.495,4377.975,4380.335
2026-01-03 06:00:00,4380.345,4380.548,4373.598,4374.865
2026-01-03 06:15:00,4374.745,4379.885,4373.308,4379.625
2026-01-03 06:30:00,4379.595,4379.595,4373.865,4373.868
2026-01-03 06:45:00,4373.885,4375.925,4372.965,4374.315
2026-01-03 07:00:00,4374.355,4377.775,4372.035,4377.045
2026-01-03 07:15:00,4377.075,4377.235,4371.635,4373.465
2026-01-03 07:30:00,4373.435,4380.415,4371.945,4375.575
2026-01-03 07:45:00,4375.525,4383.165,4375.115,4382.525
2026-01-03 08:00:00,4382.545,4386.155,4380.555,4384.565
2026-01-03 08:15:00,4384.498,4385.398,4381.298,4384.898
2026-01-03 08:30:00,4384.898,4390.198,4383.798,4390.198
2026-01-03 08:45:00,4390.098,4397.315,4386.335,4386.598
2026-01-03 09:00:00,4386.598,4390.698,4385.748,4389.675
2026-01-03 09:15:00,4389.648,4391.248,4382.858,4388.405
2026-01-03 09:30:00,4388.405,4389.565,4386.508,4388.355
2026-01-03 09:45:00,4388.355,4389.115,4384.638,4385.055
2026-01-03 10:00:00,4385.085,4388.198,4384.198,4387.698
2026-01-03 10:15:00,4387.635,4389.458,4385.248,4385.948
2026-01-03 10:30:00,4385.948,4396.325,4384.328,4393.415
2026-01-03 10:45:00,4393.475,4398.235,4393.345,4395.818
2026-01-03 11:00:00,4395.915,4397.495,4393.555,4394.795
2026-01-03 11:15:00,4394.748,4398.998,4393.845,4394.015
2026-01-03 11:30:00,4394.015,4395.198,4391.238,4394.598
2026-01-03 11:45:00,4394.615,4395.138,4390.245,4392.535
2026-01-03 12:00:00,4392.565,4396.805,4390.598,4394.815
2026-01-03 12:15:00,4394.815,4397.875,4392.628,4393.015
